# Elapsed time   CPU (%)     Real (MB)   Virtual (MB)
       2.675        0.000        4.258       10.047
       2.676        0.000        4.258       10.047
       2.677        0.000        4.258       10.047
       2.678        0.000        4.258       10.047
       2.679        0.000        4.258       10.047
       2.680        0.000        4.258       10.047
       2.680        0.000        4.258       10.047
       2.681        0.000        4.258       10.047
       2.682        0.000        4.258       10.047
       2.683        0.000        4.258       10.047
       2.684        0.000        4.258       10.047
       2.685        0.000        4.258       10.047
       2.685        0.000        4.258       10.047
       2.686        0.000        4.258       10.047
       2.687        0.000        4.258       10.047
       2.688        0.000        4.258       10.047
       2.689        0.000        4.258       10.047
       2.690        0.000        4.258       10.047
       2.691        0.000        4.258       10.047
       2.691        0.000        4.258       10.047
       2.692        0.000        4.258       10.047
       2.693        0.000        4.258       10.047
       2.694        0.000        4.258       10.047
       2.695        0.000        4.258       10.047
       2.696        0.000        4.258       10.047
       2.696        0.000        4.258       10.047
       2.697        0.000        4.258       10.047
       2.698        0.000        4.258       10.047
       2.699        0.000        4.258       10.047
       2.700        0.000        4.258       10.047
       2.701        0.000        4.258       10.047
       2.702        0.000        4.258       10.047
       2.702        0.000        4.258       10.047
       2.703        0.000        4.258       10.047
       2.704        0.000        4.258       10.047
       2.705        0.000        4.258       10.047
       2.706        0.000        4.258       10.047
       2.707        0.000        4.258       10.047
       2.707        0.000        4.258       10.047
       2.708        0.000        4.258       10.047
       2.709        0.000        4.258       10.047
       2.710        0.000        4.258       10.047
       2.711        0.000        4.258       10.047
       2.712        0.000        4.258       10.047
       2.712        0.000        4.258       10.047
       2.713        0.000        4.258       10.047
       2.714        0.000        4.258       10.047
       2.715        0.000        4.258       10.047
       2.716        0.000        4.258       10.047
       2.717        0.000        4.258       10.047
       2.718        0.000        4.258       10.047
       2.718        0.000        4.258       10.047
       2.719        0.000        4.258       10.047
       2.720        0.000        4.258       10.047
       2.721        0.000        4.258       10.047
       2.722        0.000        4.258       10.047
       2.723        0.000        4.258       10.047
       2.723        0.000        4.258       10.047
       2.724        0.000        4.258       10.047
       2.725        0.000        4.258       10.047
       2.726        0.000        4.258       10.047
       2.727        0.000        4.258       10.047
       2.728        0.000        4.258       10.047
       2.729        0.000        4.258       10.047
       2.730        0.000        4.258       10.047
       2.730        0.000        4.258       10.047
       2.731        0.000        4.258       10.047
       2.732        0.000        4.258       10.047
       2.733        0.000        4.258       10.047
       2.734        0.000        4.258       10.047
       2.735        0.000        4.258       10.047
       2.735        0.000        4.258       10.047
       2.736        0.000        4.258       10.047
       2.737        0.000        4.258       10.047
       2.738        0.000        4.258       10.047
       2.739        0.000        4.258       10.047
       2.740        0.000        4.258       10.047
       2.740        0.000        4.258       10.047
       2.741        0.000        4.258       10.047
       2.742        0.000        4.258       10.047
       2.743        0.000        4.258       10.047
       2.744        0.000        4.258       10.047
       2.745        0.000        4.258       10.047
       2.746        0.000        4.258       10.047
       2.746        0.000        4.258       10.047
       2.747        0.000        4.258       10.047
       2.748        0.000        4.258       10.047
       2.749        0.000        4.258       10.047
       2.750        0.000        4.258       10.047
       2.751        0.000        4.258       10.047
       2.751        0.000        4.258       10.047
       2.752        0.000        4.258       10.047
       2.753        0.000        4.258       10.047
       2.754        0.000        4.258       10.047
       2.755        0.000        4.258       10.047
       2.756        0.000        4.258       10.047
       2.756        0.000        4.258       10.047
       2.757        0.000        4.258       10.047
       2.758        0.000        4.258       10.047
       2.759        0.000        4.258       10.047
       2.760        0.000        4.258       10.047
       2.760        0.000        4.258       10.047
       2.761        0.000        4.258       10.047
       2.762        0.000        4.258       10.047
       2.763        0.000        4.258       10.047
       2.764        0.000        4.258       10.047
       2.765        0.000        4.258       10.047
       2.766        0.000        4.258       10.047
       2.766        0.000        4.258       10.047
       2.767        0.000        4.258       10.047
       2.768        0.000        4.258       10.047
       2.769        0.000        4.258       10.047
       2.770        0.000        4.258       10.047
       2.771        0.000        4.258       10.047
       2.771        0.000        4.258       10.047
       2.772        0.000        4.258       10.047
       2.773        0.000        4.258       10.047
       2.774        0.000        4.258       10.047
       2.775        0.000        4.258       10.047
       2.776        0.000        4.258       10.047
       2.777        0.000        4.258       10.047
       2.778        0.000        4.258       10.047
       2.778        0.000        4.258       10.047
       2.779        0.000        4.258       10.047
       2.780        0.000        4.258       10.047
       2.781        0.000        4.258       10.047
       2.782        0.000        4.258       10.047
       2.783        0.000        4.258       10.047
       2.783        0.000        4.258       10.047
       2.784        0.000        4.258       10.047
       2.785        0.000        4.258       10.047
       2.786        0.000        4.258       10.047
       2.787        0.000        4.258       10.047
       2.788        0.000        4.258       10.047
       2.788        0.000        4.258       10.047
       2.789        0.000        4.258       10.047
       2.790        0.000        4.258       10.047
       2.791        0.000        4.258       10.047
       2.792        0.000        4.258       10.047
       2.793        0.000        4.258       10.047
       2.794        0.000        4.258       10.047
       2.795        0.000        4.258       10.047
       2.795        0.000        4.258       10.047
       2.796        0.000        4.258       10.047
       2.797        0.000        4.258       10.047
       2.798        0.000        4.258       10.047
       2.799        0.000        4.258       10.047
       2.800        0.000        4.258       10.047
       2.800        0.000        4.258       10.047
       2.801        0.000        4.258       10.047
       2.802        0.000        4.258       10.047
       2.803        0.000        4.258       10.047
       2.804        0.000        4.258       10.047
       2.805        0.000        4.258       10.047
       2.806        0.000        4.258       10.047
       2.806        0.000        4.258       10.047
       2.807        0.000        4.258       10.047
       2.808        0.000        4.258       10.047
       2.809        0.000        4.258       10.047
       2.810        0.000        4.258       10.047
       2.811        0.000        4.258       10.047
       2.812        0.000        4.258       10.047
       2.813        0.000        4.258       10.047
       2.813        0.000        4.258       10.047
       2.814        0.000        4.258       10.047
       2.815        0.000        4.258       10.047
       2.816        0.000        4.258       10.047
       2.817        0.000        4.258       10.047
       2.818        0.000        4.258       10.047
       2.818        0.000        4.258       10.047
       2.819        0.000        4.258       10.047
       2.820        0.000        4.258       10.047
       2.821        0.000        4.258       10.047
       2.822        0.000        4.258       10.047
       2.823        0.000        4.258       10.047
       2.824        0.000        4.258       10.047
       2.824        0.000        4.258       10.047
       2.825        0.000        4.258       10.047
       2.826        0.000        4.258       10.047
       2.827        0.000        4.258       10.047
       2.828        0.000        4.258       10.047
       2.829        0.000        4.258       10.047
       2.830        0.000        4.258       10.047
       2.831        0.000        4.258       10.047
       2.831        0.000        4.258       10.047
       2.832        0.000        4.258       10.047
       2.833        0.000        4.258       10.047
       2.834        0.000        4.258       10.047
       2.835        0.000        4.258       10.047
       2.836        0.000        4.258       10.047
       2.837        0.000        4.258       10.047
       2.838        0.000        4.258       10.047
       2.839        0.000        4.258       10.047
       2.839        0.000        4.258       10.047
       2.840        0.000        4.258       10.047
       2.841        0.000        4.258       10.047
       2.842        0.000        4.258       10.047
       2.843        0.000        4.258       10.047
       2.844        0.000        4.258       10.047
       2.845        0.000        4.258       10.047
       2.846        0.000        4.258       10.047
       2.846        0.000        4.258       10.047
       2.847        0.000        4.258       10.047
       2.848        0.000        4.258       10.047
       2.849        0.000        4.258       10.047
       2.850        0.000        4.258       10.047
       2.851        0.000        4.258       10.047
       2.852        0.000        4.258       10.047
       2.853        0.000        4.258       10.047
       2.854        0.000        4.258       10.047
       2.854        0.000        4.258       10.047
       2.855        0.000        4.258       10.047
       2.856        0.000        4.258       10.047
       2.857        0.000        4.258       10.047
       2.858        0.000        4.258       10.047
       2.859        0.000        4.258       10.047
       2.860        0.000        4.258       10.047
       2.860        0.000        4.258       10.047
       2.861        0.000        4.258       10.047
       2.862        0.000        4.258       10.047
       2.863        0.000        4.258       10.047
       2.864        0.000        4.258       10.047
       2.865        0.000        4.258       10.047
       2.866        0.000        4.258       10.047
       2.867        0.000        4.258       10.047
       2.867        0.000        4.258       10.047
       2.868        0.000        4.258       10.047
       2.869        0.000        4.258       10.047
       2.870        0.000        4.258       10.047
       2.871        0.000        4.258       10.047
       2.872        0.000        4.258       10.047
       2.873        0.000        4.258       10.047
       2.874        0.000        4.258       10.047
       2.874        0.000        4.258       10.047
       2.875        0.000        4.258       10.047
       2.876        0.000        4.258       10.047
       2.877        0.000        4.258       10.047
       2.878        0.000        4.258       10.047
       2.879        0.000        4.258       10.047
       2.880        0.000        4.258       10.047
       2.880        0.000        4.258       10.047
       2.881        0.000        4.258       10.047
       2.882        0.000        4.258       10.047
       2.883        0.000        4.258       10.047
       2.884        0.000        4.258       10.047
       2.885        0.000        4.258       10.047
       2.886        0.000        4.258       10.047
       2.886        0.000        4.258       10.047
       2.887        0.000        4.258       10.047
       2.888        0.000        4.258       10.047
       2.889        0.000        4.258       10.047
       2.890        0.000        4.258       10.047
       2.891        0.000        4.258       10.047
       2.891        0.000        4.258       10.047
       2.892        0.000        4.258       10.047
       2.893        0.000        4.258       10.047
       2.894        0.000        4.258       10.047
       2.895        0.000        4.258       10.047
       2.896        0.000        4.258       10.047
       2.897        0.000        4.258       10.047
       2.897        0.000        4.258       10.047
       2.898        0.000        4.258       10.047
       2.899        0.000        4.258       10.047
       2.900        0.000        4.258       10.047
       2.901        0.000        4.258       10.047
       2.902        0.000        4.258       10.047
       2.903        0.000        4.258       10.047
       2.903        0.000        4.258       10.047
       2.904        0.000        4.258       10.047
       2.905        0.000        4.258       10.047
       2.906        0.000        4.258       10.047
       2.907        0.000        4.258       10.047
       2.908        0.000        4.258       10.047
       2.909        0.000        4.258       10.047
       2.909        0.000        4.258       10.047
       2.910        0.000        4.258       10.047
       2.911        0.000        4.258       10.047
       2.912        0.000        4.258       10.047
       2.913        0.000        4.258       10.047
       2.914        0.000        4.258       10.047
       2.914        0.000        4.258       10.047
       2.915        0.000        4.258       10.047
       2.916        0.000        4.258       10.047
       2.917        0.000        4.258       10.047
       2.918        0.000        4.258       10.047
       2.919        0.000        4.258       10.047
       2.919        0.000        4.258       10.047
       2.920        0.000        4.258       10.047
       2.921        0.000        4.258       10.047
       2.922        0.000        4.258       10.047
       2.923        0.000        4.258       10.047
       2.924        0.000        4.258       10.047
       2.924        0.000        4.258       10.047
       2.925        0.000        4.258       10.047
       2.926        0.000        4.258       10.047
       2.927        0.000        4.258       10.047
       2.928        0.000        4.258       10.047
       2.929        0.000        4.258       10.047
       2.930        0.000        4.258       10.047
       2.930        0.000        4.258       10.047
       2.931        0.000        4.258       10.047
       2.932        0.000        4.258       10.047
       2.933        0.000        4.258       10.047
       2.934        0.000        4.258       10.047
       2.935        0.000        4.258       10.047
       2.936        0.000        4.258       10.047
       2.936        0.000        4.258       10.047
       2.937        0.000        4.258       10.047
       2.938        0.000        4.258       10.047
       2.939        0.000        4.258       10.047
       2.940        0.000        4.258       10.047
       2.941        0.000        4.258       10.047
       2.942        0.000        4.258       10.047
       2.942        0.000        4.258       10.047
       2.943        0.000        4.258       10.047
       2.944        0.000        4.258       10.047
       2.945        0.000        4.258       10.047
       2.946        0.000        4.258       10.047
       2.947        0.000        4.258       10.047
       2.947        0.000        4.258       10.047
       2.948        0.000        4.258       10.047
       2.949        0.000        4.258       10.047
       2.950        0.000        4.258       10.047
       2.951        0.000        4.258       10.047
       2.952        0.000        4.258       10.047
       2.952        0.000        4.258       10.047
       2.953        0.000        4.258       10.047
       2.954        0.000        4.258       10.047
       2.955        0.000        4.258       10.047
       2.956        0.000        4.258       10.047
       2.957        0.000        4.258       10.047
       2.957        0.000        4.258       10.047
       2.958        0.000        4.258       10.047
       2.959        0.000        4.258       10.047
       2.960        0.000        4.258       10.047
       2.961        0.000        4.258       10.047
       2.962        0.000        4.258       10.047
       2.962        0.000        4.258       10.047
       2.963        0.000        4.258       10.047
       2.964        0.000        4.258       10.047
       2.965        0.000        4.258       10.047
       2.966        0.000        4.258       10.047
       2.967        0.000        4.258       10.047
       2.967        0.000        4.258       10.047
       2.968        0.000        4.258       10.047
       2.969        0.000        4.258       10.047
       2.970        0.000        4.258       10.047
       2.971        0.000        4.258       10.047
       2.972        0.000        4.258       10.047
       2.973        0.000        4.258       10.047
       2.974        0.000        4.258       10.047
       2.974        0.000        4.258       10.047
       2.975        0.000        4.258       10.047
       2.976        0.000        4.258       10.047
       2.977        0.000        4.258       10.047
       2.978        0.000        4.258       10.047
       2.979        0.000        4.258       10.047
       2.979        0.000        4.258       10.047
       2.980        0.000        4.258       10.047
       2.981        0.000        4.258       10.047
       2.982        0.000        4.258       10.047
       2.983        0.000        4.258       10.047
       2.984        0.000        4.258       10.047
       2.984        0.000        4.258       10.047
       2.985        0.000        4.258       10.047
       2.986        0.000        4.258       10.047
       2.987        0.000        4.258       10.047
       2.988        0.000        4.258       10.047
       2.989        0.000        4.258       10.047
       2.990        0.000        4.258       10.047
       2.990        0.000        4.258       10.047
       2.991        0.000        4.258       10.047
       2.992        0.000        4.258       10.047
       2.993        0.000        4.258       10.047
       2.994        0.000        4.258       10.047
       2.995        0.000        4.258       10.047
       2.995        0.000        4.258       10.047
       2.996        0.000        4.258       10.047
       2.997        0.000        4.258       10.047
       2.998        0.000        4.258       10.047
       2.999        0.000        4.258       10.047
       3.001        0.000        4.258       10.047
       3.002        0.000        4.258       10.047
       3.003        0.000        4.258       10.047
       3.004        0.000        4.258       10.047
       3.005        0.000        4.258       10.047
       3.005        0.000        4.258       10.047
       3.006        0.000        4.258       10.047
       3.007        0.000        4.258       10.047
       3.008        0.000        4.258       10.047
       3.009        0.000        4.258       10.047
       3.010        0.000        4.258       10.047
       3.011        0.000        4.258       10.047
       3.011        0.000        4.258       10.047
       3.012        0.000        4.258       10.047
       3.013        0.000        4.258       10.047
       3.014        0.000        4.258       10.047
       3.015        0.000        4.258       10.047
       3.016        0.000        4.258       10.047
       3.016        0.000        4.258       10.047
       3.017        0.000        4.258       10.047
       3.018        0.000        4.258       10.047
       3.019        0.000        4.258       10.047
       3.022        0.000        4.258       10.047
       3.023        0.000        4.258       10.047
       3.023        0.000        4.258       10.047
       3.024        0.000        4.258       10.047
       3.025        0.000        4.258       10.047
       3.026        0.000        4.258       10.047
       3.027        0.000        4.258       10.047
       3.028        0.000        4.258       10.047
       3.028        0.000        4.258       10.047
       3.029        0.000        4.258       10.047
       3.030        0.000        4.258       10.047
       3.031        0.000        4.258       10.047
       3.032        0.000        4.258       10.047
       3.033        0.000        4.258       10.047
       3.034        0.000        4.258       10.047
       3.034        0.000        4.258       10.047
       3.035        0.000        4.258       10.047
       3.037        0.000        4.258       10.047
       3.038        0.000        4.258       10.047
       3.039        0.000        4.258       10.047
       3.040        0.000        4.258       10.047
       3.041        0.000        4.258       10.047
       3.042        0.000        4.258       10.047
       3.043        0.000        4.258       10.047
       3.044        0.000        4.258       10.047
       3.045        0.000        4.258       10.047
       3.047        0.000        4.258       10.047
       3.048        0.000        4.258       10.047
       3.049        0.000        4.258       10.047
       3.050        0.000        4.258       10.047
       3.051        0.000        4.258       10.047
       3.052        0.000        4.258       10.047
       3.053        0.000        4.258       10.047
       3.053        0.000        4.258       10.047
       3.054        0.000        4.258       10.047
       3.055        0.000        4.258       10.047
       3.057        0.000        4.258       10.047
       3.059        0.000        4.258       10.047
       3.060        0.000        4.258       10.047
       3.060        0.000        4.258       10.047
       3.061        0.000        4.258       10.047
       3.062        0.000        4.258       10.047
       3.063        0.000        4.258       10.047
       3.064        0.000        4.258       10.047
       3.065        0.000        4.258       10.047
       3.066        0.000        4.258       10.047
       3.066        0.000        4.258       10.047
       3.067        0.000        4.258       10.047
       3.068        0.000        4.258       10.047
       3.069        0.000        4.258       10.047
       3.070        0.000        4.258       10.047
       3.071        0.000        4.258       10.047
       3.071        0.000        4.258       10.047
       3.073        0.000        4.258       10.047
       3.078        0.000        4.258       10.047
       3.079        0.000        4.258       10.047
       3.080        0.000        4.258       10.047
       3.080        0.000        4.258       10.047
       3.081        0.000        4.258       10.047
       3.082        0.000        4.258       10.047
       3.083        0.000        4.258       10.047
       3.084        0.000        4.258       10.047
       3.085        0.000        4.258       10.047
       3.086        0.000        4.258       10.047
       3.087        0.000        4.258       10.047
       3.088        0.000        4.258       10.047
       3.088        0.000        4.258       10.047
       3.089        0.000        4.258       10.047
       3.090        0.000        4.258       10.047
       3.091        0.000        4.258       10.047
       3.092        0.000        4.258       10.047
       3.096        0.000        4.258       10.047
       3.097        0.000        4.258       10.047
       3.101        0.000        4.258       10.047
       3.102        0.000        4.258       10.047
       3.103        0.000        4.258       10.047
       3.104        0.000        4.258       10.047
       3.109        0.000        4.258       10.047
       3.110        0.000        4.258       10.047
       3.113        0.000        4.258       10.047
       3.114        0.000        4.258       10.047
       3.115        0.000        4.258       10.047
       3.116        0.000        4.258       10.047
       3.122        0.000        4.258       10.047
       3.123        0.000        4.258       10.047
       3.123        0.000        4.258       10.047
       3.124        0.000        4.258       10.047
       3.128        0.000        4.258       10.047
       3.131        0.000        4.258       10.047
       3.132        0.000        4.258       10.047
       3.133        0.000        4.258       10.047
       3.137        0.000        4.258       10.047
       3.138        0.000        4.258       10.047
       3.139        0.000        4.258       10.047
       3.140        0.000        4.258       10.047
       3.145        0.000        4.258       10.047
       3.146        0.000        4.258       10.047
       3.147        0.000        4.258       10.047
       3.148        0.000        4.258       10.047
       3.149        0.000        4.258       10.047
       3.151        0.000        4.258       10.047
       3.152        0.000        4.258       10.047
       3.153        0.000        4.258       10.047
       3.154        0.000        4.258       10.047
       3.155        0.000        4.258       10.047
       3.156        0.000        4.258       10.047
       3.156        0.000        4.258       10.047
       3.157        0.000        4.258       10.047
       3.158        0.000        4.258       10.047
       3.159        0.000        4.258       10.047
       3.160        0.000        4.258       10.047
       3.161        0.000        4.258       10.047
       3.166        0.000        4.258       10.047
       3.167        0.000        4.258       10.047
       3.168        0.000        4.258       10.047
       3.168        0.000        4.258       10.047
       3.173        0.000        4.258       10.047
       3.174        0.000        4.258       10.047
       3.175        0.000        4.258       10.047
       3.176        0.000        4.258       10.047
       3.177        0.000        3.559        6.590
       3.180        0.000        3.785       10.625
       3.181        0.000        3.785       10.625
       3.183        0.000        3.785       10.625
       3.184        0.000        4.125        9.270
       3.185        0.000        4.125        9.270
       3.186        0.000        4.125        9.270
       3.187        0.000        4.125        9.270
       3.188        0.000        4.125        9.270
       3.189        0.000        4.125        9.270
       3.190        0.000        4.125        9.270
       3.191        0.000        4.125        9.270
       3.192        0.000        4.125        9.270
       3.193        0.000        4.125        9.270
       3.194        0.000        4.125        9.270
       3.195        0.000        4.125        9.270
       3.196        0.000        4.125        9.270
       3.197        0.000        4.125        9.270
       3.198        0.000        4.125        9.270
       3.199        0.000        4.125        9.270
       3.200        0.000        4.125        9.270
       3.201        0.000        4.125        9.270
       3.202        0.000        4.125        9.270
       3.203        0.000        4.125        9.270
       3.204        0.000        4.125        9.270
       3.205        0.000        4.125        9.270
       3.206        0.000        4.125        9.270
       3.207        0.000        4.125        9.270
       3.208        0.000        4.125        9.270
       3.209        0.000        4.125        9.270
       3.211        0.000        4.125        9.270
       3.212        0.000        4.125        9.270
       3.213        0.000        4.125        9.270
       3.215        0.000        4.125        9.270
       3.216        0.000        4.125        9.270
       3.217        0.000        4.125        9.270
       3.218        0.000        4.125        9.270
       3.219        0.000        4.125        9.270
       3.220        0.000        4.125        9.270
       3.221        0.000        4.125        9.270
       3.222        0.000        4.125        9.270
       3.224        0.000        4.125        9.270
       3.225        0.000        4.125        9.270
       3.226        0.000        4.125        9.270
       3.227        0.000        4.125        9.270
       3.228        0.000        4.125        9.270
       3.232        0.000        4.125        9.270
       3.233        0.000        4.125        9.270
       3.234        0.000        4.125        9.270
       3.235        0.000        4.125        9.270
       3.236        0.000        4.125        9.270
       3.237        0.000        4.125        9.270
       3.238        0.000        4.125        9.270
       3.239        0.000        4.125        9.270
       3.240        0.000        4.125        9.270
       3.241        0.000        4.125        9.270
       3.242        0.000        4.125        9.270
       3.243        0.000        4.125        9.270
       3.244        0.000        4.125        9.270
       3.244        0.000        4.125        9.270
       3.245        0.000        4.125        9.270
       3.246        0.000        4.125        9.270
       3.247        0.000        4.125        9.270
       3.248        0.000        4.125        9.270
       3.249        0.000        4.125        9.270
       3.250        0.000        4.125        9.270
       3.251        0.000        4.125        9.270
       3.252        0.000        4.125        9.270
       3.253        0.000        4.125        9.270
       3.254        0.000        4.125        9.270
       3.255        0.000        4.125        9.270
       3.256        0.000        4.125        9.270
       3.257        0.000        4.125        9.270
       3.258        0.000        4.125        9.270
       3.259        0.000        4.125        9.270
       3.260        0.000        4.125        9.270
       3.261        0.000        4.125        9.270
       3.262        0.000        4.125        9.270
       3.263        0.000        4.125        9.270
       3.263        0.000        4.125        9.270
       3.264        0.000        4.125        9.270
       3.265        0.000        4.125        9.270
       3.266        0.000        4.125        9.270
       3.267        0.000        4.125        9.270
       3.268        0.000        4.125        9.270
       3.269        0.000        4.125        9.270
       3.270        0.000        4.125        9.270
       3.270        0.000        4.125        9.270
       3.271        0.000        4.125        9.270
       3.272        0.000        4.125        9.270
       3.273        0.000        4.125        9.270
       3.274        0.000        4.125        9.270
       3.275        0.000        4.125        9.270
       3.278        0.000        4.125        9.270
       3.279        0.000        4.125        9.270
       3.280        0.000        4.125        9.270
       3.280        0.000        4.125        9.270
       3.281        0.000        4.125        9.270
       3.282        0.000        4.125        9.270
       3.283        0.000        4.125        9.270
       3.284        0.000        4.125        9.270
       3.285        0.000        4.125        9.270
       3.286        0.000        4.125        9.270
       3.287        0.000        4.125        9.270
       3.288        0.000        4.125        9.270
       3.289        0.000        4.125        9.270
       3.290        0.000        4.125        9.270
       3.291        0.000        4.125        9.270
       3.292        0.000        4.125        9.270
       3.292        0.000        4.125        9.270
       3.293        0.000        4.125        9.270
       3.294        0.000        4.125        9.270
       3.295        0.000        4.125        9.270
       3.296        0.000        4.125        9.270
       3.297        0.000        4.125        9.270
       3.298        0.000        4.125        9.270
       3.299        0.000        4.125        9.270
       3.300        0.000        4.125        9.270
       3.301        0.000        4.125        9.270
       3.302        0.000        4.125        9.270
       3.303        0.000        4.125        9.270
       3.304        0.000        4.125        9.270
       3.305        0.000        4.125        9.270
       3.306        0.000        4.125        9.270
       3.307        0.000        4.125        9.270
       3.307        0.000        4.125        9.270
       3.308        0.000        4.125        9.270
       3.309        0.000        4.125        9.270
       3.310        0.000        4.125        9.270
       3.312        0.000        4.125        9.270
       3.313        0.000        4.125        9.270
       3.314        0.000        4.125        9.270
       3.315        0.000        4.125        9.270
       3.315        0.000        4.125        9.270
       3.316        0.000        4.125        9.270
       3.317        0.000        4.125        9.270
       3.318        0.000        4.125        9.270
       3.319        0.000        4.125        9.270
       3.320        0.000        4.125        9.270
       3.321        0.000        4.125        9.270
       3.322        0.000        4.125        9.270
       3.323        0.000        4.125        9.270
       3.323        0.000        4.125        9.270
       3.324        0.000        4.125        9.270
       3.325        0.000        4.125        9.270
       3.326        0.000        4.125        9.270
       3.327        0.000        4.125        9.270
       3.328        0.000        4.125        9.270
       3.329        0.000        4.125        9.270
       3.330        0.000        4.125        9.270
       3.330        0.000        4.125        9.270
       3.331        0.000        4.125        9.270
       3.332        0.000        4.125        9.270
       3.333        0.000        4.125        9.270
       3.334        0.000        4.125        9.270
       3.335        0.000        4.125        9.270
       3.336        0.000        4.125        9.270
       3.337        0.000        4.125        9.270
       3.338        0.000        4.125        9.270
       3.339        0.000        4.125        9.270
       3.340        0.000        4.125        9.270
       3.341        0.000        4.125        9.270
       3.342        0.000        4.125        9.270
       3.343        0.000        4.125        9.270
       3.344        0.000        4.125        9.270
       3.345        0.000        4.125        9.270
       3.346        0.000        4.125        9.270
       3.347        0.000        4.125        9.270
       3.348        0.000        4.125        9.270
       3.348        0.000        4.125        9.270
       3.349        0.000        4.125        9.270
       3.350        0.000        4.125        9.270
       3.351        0.000        4.125        9.270
       3.352        0.000        4.125        9.270
       3.353        0.000        4.125        9.270
       3.354        0.000        4.125        9.270
       3.354        0.000        4.125        9.270
       3.355        0.000        4.125        9.270
       3.356        0.000        4.125        9.270
       3.357        0.000        4.125        9.270
       3.358        0.000        4.125        9.270
       3.359        0.000        4.125        9.270
       3.362        0.000        4.125        9.270
       3.363        0.000        4.125        9.270
       3.363        0.000        4.125        9.270
       3.364        0.000        4.125        9.270
       3.365        0.000        4.125        9.270
       3.366        0.000        4.125        9.270
       3.367        0.000        4.125        9.270
       3.368        0.000        4.125        9.270
       3.369        0.000        4.125        9.270
       3.370        0.000        4.125        9.270
       3.370        0.000        4.125        9.270
       3.372        0.000        4.125        9.270
       3.373        0.000        4.125        9.270
       3.374        0.000        4.125        9.270
       3.375        0.000        4.125        9.270
       3.375        0.000        4.125        9.270
       3.376        0.000        4.125        9.270
       3.377        0.000        4.125        9.270
       3.378        0.000        4.125        9.270
       3.379        0.000        4.125        9.270
       3.380        0.000        4.125        9.270
       3.381        0.000        4.125        9.270
       3.382        0.000        4.125        9.270
       3.383        0.000        4.125        9.270
       3.384        0.000        4.125        9.270
       3.385        0.000        4.125        9.270
       3.386        0.000        4.125        9.270
       3.388        0.000        4.125        9.270
       3.389        0.000        4.125        9.270
       3.391        0.000        4.125        9.270
       3.392        0.000        4.125        9.270
       3.393        0.000        4.125        9.270
       3.394        0.000        4.125        9.270
       3.395        0.000        4.125        9.270
       3.397        0.000        4.125        9.270
       3.398        0.000        4.125        9.270
       3.398        0.000        4.125        9.270
       3.399        0.000        4.125        9.270
       3.400        0.000        4.125        9.270
       3.401        0.000        4.125        9.270
       3.402        0.000        4.125        9.270
       3.403        0.000        4.125        9.270
       3.404        0.000        4.125        9.270
       3.404        0.000        4.125        9.270
       3.405        0.000        4.125        9.270
       3.406        0.000        4.125        9.270
       3.407        0.000        4.125        9.270
       3.408        0.000        4.125        9.270
       3.409        0.000        4.125        9.270
       3.410        0.000        4.125        9.270
       3.411        0.000        4.125        9.270
       3.413        0.000        4.125        9.270
       3.414        0.000        4.125        9.270
       3.415        0.000        4.125        9.270
       3.416        0.000        4.125        9.270
       3.416        0.000        4.125        9.270
       3.417        0.000        4.125        9.270
       3.418        0.000        4.125        9.270
       3.419        0.000        4.125        9.270
       3.420        0.000        4.125        9.270
       3.421        0.000        4.125        9.270
       3.422        0.000        4.125        9.270
       3.423        0.000        4.125        9.270
       3.424        0.000        4.125        9.270
       3.425        0.000        4.125        9.270
       3.426        0.000        4.125        9.270
       3.427        0.000        4.125        9.270
       3.428        0.000        4.125        9.270
       3.428        0.000        4.125        9.270
       3.429        0.000        4.125        9.270
       3.430        0.000        4.125        9.270
       3.431        0.000        4.125        9.270
       3.433        0.000        4.125        9.270
       3.434        0.000        4.125        9.270
       3.434        0.000        4.125        9.270
       3.435        0.000        4.125        9.270
       3.436        0.000        4.125        9.270
       3.438        0.000        4.125        9.270
       3.439        0.000        4.125        9.270
       3.440        0.000        4.125        9.270
       3.442        0.000        4.125        9.270
       3.443        0.000        4.125        9.270
       3.444        0.000        4.125        9.270
       3.445        0.000        4.125        9.270
       3.446        0.000        4.125        9.270
       3.447        0.000        4.125        9.270
       3.448        0.000        4.125        9.270
       3.448        0.000        4.125        9.270
       3.449        0.000        4.125        9.270
       3.450        0.000        4.125        9.270
       3.451        0.000        4.125        9.270
       3.452        0.000        4.125        9.270
       3.453        0.000        4.125        9.270
       3.454        0.000        4.125        9.270
       3.455        0.000        4.125        9.270
       3.455        0.000        4.125        9.270
       3.456        0.000        4.125        9.270
       3.457        0.000        4.125        9.270
       3.458        0.000        4.125        9.270
       3.459        0.000        4.125        9.270
       3.460        0.000        4.125        9.270
       3.461        0.000        4.125        9.270
       3.462        0.000        4.125        9.270
       3.463        0.000        4.125        9.270
       3.464        0.000        4.125        9.270
       3.465        0.000        4.125        9.270
       3.466        0.000        4.125        9.270
       3.467        0.000        4.125        9.270
       3.468        0.000        4.125        9.270
       3.468        0.000        4.125        9.270
       3.469        0.000        4.125        9.270
       3.470        0.000        4.125        9.270
       3.471        0.000        4.125        9.270
       3.472        0.000        4.125        9.270
       3.473        0.000        4.125        9.270
       3.474        0.000        4.125        9.270
